gene	R2_batch	R2_group	uniq_batch	uniq_group	dominant
ENSMUSG00000029366	0.0292	0.0122	0.0283	0.0114	batch
ENSMUSG00000027878	0.0022	0.0944	0.0010	0.0931	group
ENSMUSG00000030703	0.0833	0.1395	0.0948	0.1510	group
ENSMUSG00000073478	0.0243	0.0006	0.0244	0.0007	batch
ENSMUSG00000022090	0.2409	0.0400	0.2498	0.0489	batch
ENSMUSG00000035992	0.2412	0.0178	0.2486	0.0252	batch
ENSMUSG00000031465	0.0492	0.0333	0.0528	0.0369	batch
ENSMUSG00000090958	0.0088	0.0969	0.0069	0.0949	group
ENSMUSG00000024990	0.0039	0.1178	0.0020	0.1160	group
ENSMUSG00000033767	0.0134	0.0729	0.0164	0.0758	group
ENSMUSG00000044772	0.0847	0.2212	0.0849	0.2214	group
ENSMUSG00000031927	0.0041	0.1197	0.0044	0.1200	group
ENSMUSG00000036057	0.1355	0.1338	0.1485	0.1468	batch
ENSMUSG00000056158	0.2931	0.0229	0.2863	0.0161	batch
ENSMUSG00000027007	0.0754	0.0374	0.0720	0.0341	batch
ENSMUSG00000026790	0.0913	0.0776	0.0984	0.0848	batch
ENSMUSG00000044726	0.0162	0.0371	0.0145	0.0353	group
ENSMUSG00000043541	0.0838	0.0154	0.0838	0.0154	batch
ENSMUSG00000023025	0.2030	0.0173	0.2090	0.0233	batch
ENSMUSG00000025584	0.1035	0.0276	0.1022	0.0264	batch
ENSMUSG00000031530	0.1003	0.0363	0.0948	0.0308	batch
ENSMUSG00000023009	0.1535	0.0456	0.1609	0.0529	batch
ENSMUSG00000052609	0.0340	0.0428	0.0313	0.0401	group
ENSMUSG00000006386	0.0032	0.0574	0.0035	0.0578	group
ENSMUSG00000021217	0.1680	0.0131	0.1659	0.0109	batch
ENSMUSG00000054150	0.0421	0.0663	0.0435	0.0677	group
ENSMUSG00000037940	0.1104	0.0167	0.1141	0.0203	batch
ENSMUSG00000078117	0.1760	0.0059	0.1779	0.0078	batch
ENSMUSG00000002266	0.0475	0.0534	0.0520	0.0578	group
ENSMUSG00000027577	0.1507	0.0139	0.1464	0.0097	batch
ENSMUSG00000028463	0.0043	0.0848	0.0044	0.0850	group
ENSMUSG00000020717	0.0055	0.1201	0.0056	0.1203	group
ENSMUSG00000105928	0.1623	0.0216	0.1567	0.0160	batch
ENSMUSG00000002825	0.0016	0.0354	0.0010	0.0347	group
ENSMUSG00000020000	0.0038	0.0765	0.0023	0.0750	group
ENSMUSG00000041112	0.1074	0.0873	0.0981	0.0780	batch
ENSMUSG00000038349	0.0321	0.0330	0.0289	0.0298	group
ENSMUSG00000052581	0.6095	0.0107	0.6030	0.0042	batch
ENSMUSG00000046096	0.2445	0.0183	0.2517	0.0256	batch
ENSMUSG00000034570	0.0827	0.1988	0.0923	0.2084	group
ENSMUSG00000034974	0.5949	0.0277	0.5947	0.0275	batch
ENSMUSG00000084459	0.0846	0.0409	0.0788	0.0352	batch
ENSMUSG00000042225	0.3364	0.1092	0.3380	0.1108	batch
ENSMUSG00000040479	0.0236	0.0100	0.0253	0.0117	batch
ENSMUSG00000078905	0.0112	0.0245	0.0104	0.0237	group
ENSMUSG00000031644	0.2284	0.1207	0.2458	0.1381	batch
ENSMUSG00000017491	0.0409	0.0048	0.0425	0.0064	batch
ENSMUSG00000110928	0.0784	0.0449	0.0732	0.0397	batch
ENSMUSG00000006471	0.0787	0.0698	0.0864	0.0775	batch
ENSMUSG00000057816	0.0743	0.0864	0.0811	0.0932	group
ENSMUSG00000102543	0.0169	0.0223	0.0181	0.0234	group
ENSMUSG00000038126	0.0925	0.1452	0.1033	0.1560	group
ENSMUSG00000027792	0.1502	0.0170	0.1555	0.0224	batch
ENSMUSG00000038415	0.2132	0.0766	0.2088	0.0723	batch
ENSMUSG00000087381	0.2003	0.0670	0.2114	0.0782	batch
ENSMUSG00000091705	0.0079	0.2139	0.0111	0.2172	group
ENSMUSG00000078238	0.0091	0.0495	0.0078	0.0483	group
ENSMUSG00000021994	0.0463	0.0201	0.0495	0.0234	batch
ENSMUSG00000025902	0.0101	0.1426	0.0130	0.1455	group
ENSMUSG00000052565	0.3237	0.0078	0.3240	0.0081	batch
ENSMUSG00000039252	0.2130	0.0351	0.2082	0.0303	batch
ENSMUSG00000004044	0.0026	0.0635	0.0033	0.0643	group
ENSMUSG00000031133	0.0418	0.1161	0.0355	0.1099	group
ENSMUSG00000036202	0.0338	0.0348	0.0368	0.0378	group
ENSMUSG00000098284	0.1917	0.0492	0.1991	0.0566	batch
ENSMUSG00000060152	0.5595	0.0076	0.5644	0.0126	batch
ENSMUSG00000025665	0.0118	0.0011	0.0120	0.0012	batch
ENSMUSG00000004885	0.0693	0.1705	0.0704	0.1717	group
ENSMUSG00000071531	0.0085	0.0086	0.0083	0.0084	group
ENSMUSG00000038777	0.0163	0.1236	0.0133	0.1205	group
ENSMUSG00000035873	0.1507	0.0190	0.1474	0.0157	batch
ENSMUSG00000041548	0.3595	0.0112	0.3601	0.0119	batch
ENSMUSG00000008845	0.0000	0.0246	0.0000	0.0246	group
ENSMUSG00000060143	0.1129	0.1008	0.1241	0.1119	batch
ENSMUSG00000028687	0.0114	0.0736	0.0139	0.0761	group
ENSMUSG00000045876	0.0041	0.0474	0.0055	0.0488	group
ENSMUSG00000041930	0.0553	0.0066	0.0537	0.0050	batch
ENSMUSG00000022307	0.1429	0.0298	0.1471	0.0340	batch
ENSMUSG00000063628	0.0085	0.0274	0.0083	0.0273	group
ENSMUSG00000023036	0.0215	0.0163	0.0235	0.0183	batch
ENSMUSG00000041445	0.0002	0.1985	0.0002	0.1985	group
ENSMUSG00000050854	0.0955	0.0496	0.1030	0.0571	batch
ENSMUSG00000026170	0.0015	0.0463	0.0019	0.0467	group
ENSMUSG00000037613	0.0011	0.1909	0.0025	0.1924	group
ENSMUSG00000028809	0.2361	0.0969	0.2507	0.1116	batch
ENSMUSG00000028801	0.1196	0.0010	0.1206	0.0020	batch
ENSMUSG00000048271	0.0943	0.1869	0.1074	0.2001	group
ENSMUSG00000034687	0.0919	0.0883	0.1017	0.0980	batch
ENSMUSG00000022537	0.1380	0.0090	0.1392	0.0102	batch
ENSMUSG00000044043	0.0899	0.0096	0.0884	0.0080	batch
ENSMUSG00000025795	0.0113	0.0476	0.0091	0.0455	group
ENSMUSG00000039911	0.0373	0.0063	0.0364	0.0055	batch
ENSMUSG00000045509	0.0029	0.1087	0.0048	0.1106	group
ENSMUSG00000037716	0.0457	0.0418	0.0460	0.0421	batch
ENSMUSG00000014329	0.0210	0.1827	0.0253	0.1870	group
ENSMUSG00000033849	0.0418	0.0237	0.0408	0.0227	batch
ENSMUSG00000053702	0.0864	0.0839	0.0956	0.0931	batch
ENSMUSG00000021466	0.0231	0.0156	0.0217	0.0143	batch
ENSMUSG00000071984	0.0019	0.1315	0.0036	0.1332	group
ENSMUSG00000069072	0.0206	0.0563	0.0174	0.0530	group
ENSMUSG00000090290	0.2515	0.0625	0.2643	0.0752	batch
ENSMUSG00000039145	0.0032	0.0886	0.0018	0.0871	group
ENSMUSG00000025461	0.0289	0.0241	0.0308	0.0260	batch
ENSMUSG00000057315	0.0185	0.0540	0.0220	0.0574	group
ENSMUSG00000104415	0.0039	0.0145	0.0038	0.0144	group
ENSMUSG00000070565	0.0683	0.0046	0.0702	0.0065	batch
ENSMUSG00000022306	0.0431	0.0085	0.0452	0.0107	batch
ENSMUSG00000108137	0.2101	0.0367	0.2195	0.0462	batch
ENSMUSG00000032656	0.1756	0.0414	0.1847	0.0505	batch
ENSMUSG00000052105	0.0322	0.0472	0.0363	0.0513	group
ENSMUSG00000024909	0.0656	0.0166	0.0672	0.0181	batch
ENSMUSG00000031592	0.0000	0.0259	0.0000	0.0259	group
ENSMUSG00000002028	0.1531	0.1501	0.1681	0.1651	batch
ENSMUSG00000076431	0.4700	0.0607	0.4859	0.0766	batch
ENSMUSG00000000202	0.3804	0.0406	0.3769	0.0371	batch
ENSMUSG00000001313	0.0966	0.1065	0.1073	0.1172	group
ENSMUSG00000007603	0.0106	0.0755	0.0130	0.0779	group
ENSMUSG00000106734	0.0126	0.2104	0.0167	0.2144	group
ENSMUSG00000032194	0.0001	0.1027	0.0007	0.1033	group
ENSMUSG00000053199	0.1422	0.0299	0.1492	0.0369	batch
ENSMUSG00000003541	0.0522	0.0460	0.0545	0.0483	batch
ENSMUSG00000052917	0.2201	0.0160	0.2261	0.0220	batch
ENSMUSG00000112161	0.0173	0.0250	0.0166	0.0243	group
ENSMUSG00000040794	0.3357	0.0896	0.3469	0.1007	batch
ENSMUSG00000020888	0.0771	0.1170	0.0854	0.1253	group
ENSMUSG00000021140	0.0155	0.0840	0.0123	0.0808	group
ENSMUSG00000107019	0.4390	0.0008	0.4421	0.0040	batch
ENSMUSG00000051627	0.2125	0.0174	0.2169	0.0218	batch
ENSMUSG00000027524	0.0056	0.0030	0.0060	0.0033	batch
ENSMUSG00000035614	0.0512	0.0380	0.0535	0.0404	batch
ENSMUSG00000037016	0.0007	0.1445	0.0014	0.1451	group
ENSMUSG00000015217	0.0894	0.0301	0.0845	0.0253	batch
ENSMUSG00000031441	0.0077	0.1102	0.0109	0.1134	group
ENSMUSG00000020590	0.0006	0.0393	0.0010	0.0397	group
ENSMUSG00000046667	0.0296	0.1314	0.0364	0.1382	group
ENSMUSG00000063594	0.0003	0.0618	0.0000	0.0616	group
ENSMUSG00000005237	0.0973	0.0995	0.1062	0.1084	group
ENSMUSG00000114571	0.5137	0.0828	0.5361	0.1052	batch
ENSMUSG00000037242	0.0791	0.0048	0.0783	0.0040	batch
ENSMUSG00000038188	0.0640	0.0406	0.0669	0.0435	batch
ENSMUSG00000031825	0.0541	0.0848	0.0523	0.0830	group
ENSMUSG00000007827	0.0008	0.1195	0.0022	0.1208	group
ENSMUSG00000103332	0.0104	0.0681	0.0113	0.0690	group
ENSMUSG00000030589	0.0152	0.0784	0.0176	0.0808	group
ENSMUSG00000027276	0.0058	0.0845	0.0066	0.0853	group
ENSMUSG00000035093	0.0320	0.0193	0.0343	0.0216	batch
ENSMUSG00000113047	0.0609	0.1332	0.0684	0.1408	group
ENSMUSG00000035183	0.1534	0.0306	0.1601	0.0374	batch
ENSMUSG00000106930	0.4468	0.0675	0.4659	0.0866	batch
ENSMUSG00000040429	0.0076	0.1370	0.0048	0.1343	group
ENSMUSG00000021215	0.0165	0.0172	0.0173	0.0180	group
ENSMUSG00000051486	0.0666	0.0055	0.0654	0.0043	batch
ENSMUSG00000049504	0.1365	0.1257	0.1497	0.1389	batch
ENSMUSG00000028641	0.0088	0.0581	0.0110	0.0603	group
ENSMUSG00000003226	0.0028	0.0818	0.0044	0.0834	group
ENSMUSG00000010592	0.4949	0.0816	0.5162	0.1029	batch
ENSMUSG00000078192	0.3388	0.0658	0.3550	0.0820	batch
ENSMUSG00000055833	0.1026	0.0891	0.1088	0.0953	batch
ENSMUSG00000050714	0.1918	0.0967	0.2046	0.1095	batch
ENSMUSG00000059064	0.0289	0.0320	0.0317	0.0349	group
ENSMUSG00000020486	0.0901	0.0003	0.0901	0.0003	batch
ENSMUSG00000101800	0.0015	0.0121	0.0018	0.0123	group
ENSMUSG00000109157	0.3425	0.0478	0.3439	0.0491	batch
ENSMUSG00000039474	0.0484	0.0947	0.0418	0.0882	group
ENSMUSG00000027669	0.0002	0.0258	0.0004	0.0260	group
ENSMUSG00000021692	0.0013	0.0995	0.0023	0.1005	group
ENSMUSG00000103472	0.0219	0.0028	0.0226	0.0035	batch
ENSMUSG00000039059	0.0407	0.0211	0.0437	0.0242	batch
ENSMUSG00000093909	0.0147	0.0062	0.0153	0.0068	batch
ENSMUSG00000041130	0.0303	0.0926	0.0357	0.0979	group
ENSMUSG00000034485	0.0184	0.0519	0.0215	0.0550	group
ENSMUSG00000111656	0.0464	0.0488	0.0505	0.0530	group
ENSMUSG00000045629	0.1823	0.0319	0.1759	0.0256	batch
ENSMUSG00000030279	0.0539	0.1856	0.0640	0.1956	group
ENSMUSG00000020571	0.5402	0.0627	0.5239	0.0465	batch
ENSMUSG00000055733	0.2184	0.0109	0.2150	0.0075	batch
ENSMUSG00000039985	0.0053	0.0517	0.0066	0.0530	group
ENSMUSG00000031385	0.0000	0.0740	0.0004	0.0744	group
ENSMUSG00000061544	0.0751	0.0636	0.0784	0.0669	batch
ENSMUSG00000039701	0.1422	0.0360	0.1500	0.0438	batch
ENSMUSG00000078879	0.0082	0.0916	0.0112	0.0945	group
ENSMUSG00000033589	0.0298	0.0342	0.0325	0.0369	group
ENSMUSG00000083705	0.4252	0.0142	0.4191	0.0081	batch
ENSMUSG00000006782	0.0978	0.0089	0.0988	0.0099	batch
ENSMUSG00000032221	0.0960	0.1205	0.0933	0.1177	group
ENSMUSG00000047246	0.3586	0.0245	0.3501	0.0160	batch
ENSMUSG00000027175	0.0329	0.0955	0.0390	0.1015	group
ENSMUSG00000102189	0.7059	0.0176	0.7111	0.0228	batch
ENSMUSG00000036098	0.0343	0.1108	0.0283	0.1049	group
ENSMUSG00000100215	0.3861	0.0634	0.4012	0.0785	batch
ENSMUSG00000067149	0.0000	0.0327	0.0000	0.0327	group
ENSMUSG00000032440	0.0022	0.0289	0.0031	0.0298	group
ENSMUSG00000020098	0.1436	0.0102	0.1465	0.0130	batch
ENSMUSG00000068748	0.1016	0.0242	0.1038	0.0264	batch
ENSMUSG00000039286	0.0302	0.0747	0.0342	0.0788	group
ENSMUSG00000064339	0.2605	0.0088	0.2575	0.0057	batch
ENSMUSG00000025511	0.2281	0.0991	0.2419	0.1128	batch
ENSMUSG00000032841	0.0657	0.0074	0.0679	0.0096	batch
ENSMUSG00000027660	0.1542	0.0351	0.1584	0.0394	batch
ENSMUSG00000070867	0.3833	0.1589	0.4050	0.1806	batch
ENSMUSG00000033102	0.0032	0.1829	0.0061	0.1857	group
ENSMUSG00000054717	0.0805	0.0277	0.0804	0.0275	batch
ENSMUSG00000010803	0.4018	0.0143	0.4004	0.0129	batch
ENSMUSG00000090066	0.0707	0.0996	0.0737	0.1025	group
ENSMUSG00000027201	0.0171	0.1028	0.0131	0.0988	group
ENSMUSG00000029772	0.0634	0.0137	0.0617	0.0121	batch
ENSMUSG00000019838	0.0357	0.0896	0.0398	0.0937	group
ENSMUSG00000069114	0.2958	0.0059	0.3009	0.0110	batch
ENSMUSG00000024614	0.3170	0.0280	0.3266	0.0376	batch
ENSMUSG00000023931	0.0033	0.0796	0.0039	0.0802	group
ENSMUSG00000018819	0.0075	0.0316	0.0083	0.0324	group
ENSMUSG00000085436	0.2172	0.0845	0.2052	0.0725	batch
ENSMUSG00000060550	0.0028	0.0030	0.0026	0.0028	group
ENSMUSG00000029798	0.2963	0.0068	0.2928	0.0034	batch
ENSMUSG00000072941	0.0172	0.0323	0.0165	0.0316	group
ENSMUSG00000028173	0.0559	0.0520	0.0548	0.0508	batch
ENSMUSG00000113636	0.0008	0.0364	0.0006	0.0363	group
ENSMUSG00000004864	0.0197	0.0893	0.0165	0.0861	group
ENSMUSG00000116081	0.3515	0.0203	0.3458	0.0146	batch
ENSMUSG00000041058	0.1826	0.0933	0.1968	0.1075	batch
ENSMUSG00000060510	0.0011	0.0225	0.0016	0.0231	group
ENSMUSG00000051839	0.0476	0.0378	0.0456	0.0358	batch
ENSMUSG00000031410	0.0515	0.0241	0.0544	0.0271	batch
ENSMUSG00000045689	0.0126	0.1333	0.0113	0.1320	group
ENSMUSG00000045915	0.0021	0.0920	0.0010	0.0909	group
ENSMUSG00000068154	0.2521	0.0104	0.2544	0.0127	batch
ENSMUSG00000052397	0.0427	0.0282	0.0429	0.0285	batch
ENSMUSG00000032267	0.0519	0.1267	0.0605	0.1353	group
ENSMUSG00000066797	0.0375	0.0734	0.0331	0.0690	group
ENSMUSG00000027860	0.0048	0.0487	0.0040	0.0479	group
ENSMUSG00000042641	0.0235	0.1158	0.0291	0.1213	group
ENSMUSG00000033498	0.0576	0.2180	0.0501	0.2105	group
ENSMUSG00000029673	0.2817	0.0273	0.2901	0.0357	batch
ENSMUSG00000085687	0.2099	0.0676	0.2209	0.0786	batch
ENSMUSG00000029832	0.0016	0.0103	0.0013	0.0101	group
ENSMUSG00000025912	0.5482	0.0706	0.5537	0.0760	batch
ENSMUSG00000103046	0.1357	0.1758	0.1492	0.1893	group
ENSMUSG00000030701	0.1848	0.0365	0.1934	0.0451	batch
ENSMUSG00000027957	0.3725	0.0001	0.3739	0.0014	batch
ENSMUSG00000050926	0.0231	0.0470	0.0231	0.0471	group
ENSMUSG00000035673	0.0652	0.1164	0.0743	0.1255	group
ENSMUSG00000022656	0.0258	0.1219	0.0204	0.1165	group
ENSMUSG00000058881	0.0128	0.1692	0.0086	0.1649	group
ENSMUSG00000036377	0.0020	0.0328	0.0013	0.0321	group
ENSMUSG00000085666	0.0615	0.0297	0.0594	0.0275	batch
ENSMUSG00000042284	0.0664	0.0269	0.0698	0.0304	batch
ENSMUSG00000090223	0.0001	0.0877	0.0000	0.0876	group
ENSMUSG00000048376	0.1067	0.0053	0.1094	0.0080	batch
ENSMUSG00000086308	0.2076	0.1299	0.2142	0.1365	batch
ENSMUSG00000084880	0.1414	0.0781	0.1505	0.0872	batch
ENSMUSG00000034480	0.2096	0.1543	0.2290	0.1738	batch
ENSMUSG00000027168	0.0002	0.0160	0.0001	0.0159	group
ENSMUSG00000027314	0.0010	0.1331	0.0003	0.1324	group
ENSMUSG00000026994	0.0060	0.2226	0.0029	0.2195	group
ENSMUSG00000079481	0.1178	0.0897	0.1288	0.1007	batch
ENSMUSG00000079466	0.0021	0.0641	0.0013	0.0633	group
ENSMUSG00000048826	0.1609	0.1217	0.1483	0.1091	batch
ENSMUSG00000032374	0.1193	0.0329	0.1239	0.0374	batch
ENSMUSG00000000555	0.0393	0.0734	0.0444	0.0784	group
ENSMUSG00000040488	0.1103	0.0836	0.1181	0.0915	batch
ENSMUSG00000080223	0.0858	0.0825	0.0777	0.0745	batch
ENSMUSG00000097743	0.0356	0.1718	0.0431	0.1793	group
ENSMUSG00000054708	0.0278	0.1121	0.0325	0.1169	group
ENSMUSG00000040666	0.0001	0.0062	0.0001	0.0061	group
ENSMUSG00000050799	0.4832	0.0207	0.4810	0.0185	batch
ENSMUSG00000037876	0.0208	0.1517	0.0271	0.1579	group
ENSMUSG00000032807	0.1344	0.0908	0.1243	0.0807	batch
ENSMUSG00000046185	0.0001	0.0283	0.0000	0.0283	group
ENSMUSG00000031880	0.0388	0.0654	0.0385	0.0652	group
ENSMUSG00000001995	0.1016	0.0274	0.0966	0.0224	batch
ENSMUSG00000039313	0.1403	0.0142	0.1384	0.0123	batch
ENSMUSG00000026648	0.1414	0.0358	0.1480	0.0423	batch
ENSMUSG00000020592	0.0414	0.0593	0.0366	0.0545	group
ENSMUSG00000048332	0.0121	0.0416	0.0135	0.0430	group
ENSMUSG00000106535	0.5371	0.0043	0.5393	0.0065	batch
ENSMUSG00000054134	0.0228	0.0097	0.0214	0.0083	batch
ENSMUSG00000022665	0.0137	0.0728	0.0152	0.0743	group
ENSMUSG00000108700	0.0444	0.0104	0.0468	0.0128	batch
ENSMUSG00000032261	0.0440	0.0033	0.0450	0.0043	batch
ENSMUSG00000104861	0.0377	0.0921	0.0430	0.0974	group
ENSMUSG00000087620	0.0384	0.0062	0.0401	0.0079	batch
ENSMUSG00000073436	0.0443	0.0831	0.0497	0.0885	group
ENSMUSG00000047935	0.0004	0.0080	0.0002	0.0079	group
ENSMUSG00000036030	0.0411	0.0390	0.0454	0.0434	batch
ENSMUSG00000031853	0.0725	0.0860	0.0660	0.0795	group
ENSMUSG00000057967	0.1000	0.0138	0.1041	0.0179	batch
ENSMUSG00000021102	0.8200	0.0159	0.8329	0.0288	batch
ENSMUSG00000097397	0.0935	0.0045	0.0957	0.0067	batch
ENSMUSG00000086779	0.0805	0.1608	0.0916	0.1720	group
ENSMUSG00000009741	0.0161	0.1349	0.0203	0.1391	group
ENSMUSG00000041974	0.3375	0.0029	0.3398	0.0052	batch
ENSMUSG00000036469	0.0618	0.0183	0.0641	0.0205	batch
ENSMUSG00000061132	0.0036	0.0159	0.0030	0.0152	group
ENSMUSG00000103711	0.0141	0.1391	0.0176	0.1426	group
ENSMUSG00000041779	0.0283	0.0781	0.0309	0.0807	group
ENSMUSG00000053164	0.1941	0.0876	0.1815	0.0750	batch
ENSMUSG00000097099	0.1381	0.0913	0.1482	0.1014	batch
ENSMUSG00000067203	0.0039	0.0087	0.0038	0.0087	group
ENSMUSG00000020634	0.0215	0.0339	0.0201	0.0325	group
ENSMUSG00000086389	0.0009	0.1112	0.0022	0.1125	group
ENSMUSG00000105993	0.0442	0.0267	0.0454	0.0279	batch
ENSMUSG00000105944	0.4412	0.0737	0.4598	0.0923	batch
ENSMUSG00000036854	0.0160	0.0388	0.0140	0.0368	group
ENSMUSG00000025128	0.0578	0.0269	0.0547	0.0238	batch
ENSMUSG00000068686	0.0261	0.0711	0.0262	0.0711	group
ENSMUSG00000118264	0.0940	0.1389	0.0833	0.1282	group
ENSMUSG00000054280	0.0132	0.1339	0.0092	0.1300	group
ENSMUSG00000046994	0.3560	0.0082	0.3611	0.0133	batch
ENSMUSG00000051747	0.2815	0.0615	0.2892	0.0691	batch
ENSMUSG00000000567	0.0896	0.0109	0.0923	0.0137	batch
ENSMUSG00000073437	0.0703	0.2396	0.0764	0.2457	group
ENSMUSG00000117944	0.4474	0.0652	0.4624	0.0802	batch
ENSMUSG00000044667	0.2607	0.0108	0.2614	0.0115	batch
ENSMUSG00000035898	0.0017	0.1235	0.0035	0.1253	group
ENSMUSG00000038146	0.0558	0.0642	0.0620	0.0704	group
ENSMUSG00000027111	0.0834	0.0818	0.0765	0.0750	batch
ENSMUSG00000029108	0.4481	0.0217	0.4440	0.0175	batch
ENSMUSG00000078771	0.2103	0.0129	0.2123	0.0149	batch
ENSMUSG00000029442	0.0185	0.0297	0.0197	0.0308	group
ENSMUSG00000045246	0.0751	0.0199	0.0777	0.0225	batch
ENSMUSG00000042788	0.0137	0.0941	0.0134	0.0937	group
ENSMUSG00000103677	0.0053	0.0382	0.0045	0.0375	group
ENSMUSG00000082895	0.1613	0.0652	0.1673	0.0712	batch
ENSMUSG00000038292	0.0681	0.0429	0.0738	0.0486	batch
ENSMUSG00000040312	0.0238	0.0147	0.0258	0.0167	batch
ENSMUSG00000028626	0.0688	0.0243	0.0650	0.0205	batch
ENSMUSG00000028445	0.4520	0.0603	0.4665	0.0748	batch
ENSMUSG00000038085	0.0048	0.1095	0.0050	0.1097	group
ENSMUSG00000041935	0.2494	0.0643	0.2626	0.0776	batch
ENSMUSG00000086213	0.0002	0.0494	0.0000	0.0492	group
ENSMUSG00000016262	0.0225	0.0046	0.0231	0.0052	batch
ENSMUSG00000096351	0.1909	0.0266	0.1960	0.0317	batch
ENSMUSG00000044268	0.0647	0.0474	0.0658	0.0485	batch
ENSMUSG00000037486	0.2105	0.0417	0.2204	0.0516	batch
ENSMUSG00000037625	0.0401	0.0095	0.0416	0.0110	batch
ENSMUSG00000114202	0.2319	0.0882	0.2434	0.0998	batch
ENSMUSG00000030643	0.2591	0.1817	0.2826	0.2053	batch
ENSMUSG00000028176	0.0470	0.0583	0.0526	0.0639	group
ENSMUSG00000115938	0.2271	0.0460	0.2383	0.0572	batch
ENSMUSG00000039153	0.0801	0.1117	0.0902	0.1217	group
ENSMUSG00000029009	0.1016	0.1061	0.1127	0.1172	group
ENSMUSG00000053825	0.0017	0.0482	0.0027	0.0493	group
ENSMUSG00000010505	0.0005	0.0504	0.0001	0.0500	group
ENSMUSG00000049796	0.0552	0.0603	0.0496	0.0548	group
ENSMUSG00000062980	0.0469	0.1045	0.0544	0.1120	group
ENSMUSG00000030092	0.0164	0.0460	0.0137	0.0433	group
ENSMUSG00000039713	0.0080	0.0335	0.0098	0.0353	group
ENSMUSG00000067215	0.0004	0.0552	0.0002	0.0551	group
ENSMUSG00000082419	0.2451	0.0846	0.2607	0.1001	batch
ENSMUSG00000060572	0.0000	0.1342	0.0002	0.1343	group
ENSMUSG00000081769	0.0284	0.0421	0.0275	0.0412	group
ENSMUSG00000029851	0.0022	0.0454	0.0033	0.0465	group
ENSMUSG00000062859	0.0507	0.0483	0.0486	0.0462	batch
ENSMUSG00000031540	0.0413	0.0236	0.0447	0.0270	batch
ENSMUSG00000047888	0.0846	0.1118	0.0949	0.1222	group
ENSMUSG00000033774	0.0659	0.1225	0.0660	0.1226	group
ENSMUSG00000113923	0.0320	0.0413	0.0358	0.0451	group
ENSMUSG00000048188	0.0676	0.0271	0.0710	0.0305	batch
ENSMUSG00000051678	0.0000	0.0497	0.0001	0.0498	group
ENSMUSG00000010051	0.0288	0.0569	0.0311	0.0592	group
ENSMUSG00000101452	0.4438	0.0673	0.4626	0.0861	batch
ENSMUSG00000029070	0.0279	0.0124	0.0280	0.0125	batch
ENSMUSG00000037552	0.1525	0.0985	0.1657	0.1117	batch
ENSMUSG00000068959	0.0101	0.0167	0.0114	0.0180	group
ENSMUSG00000060424	0.2461	0.0221	0.2532	0.0292	batch
ENSMUSG00000034248	0.0647	0.3420	0.0756	0.3529	group
ENSMUSG00000033966	0.0083	0.0387	0.0094	0.0398	group
ENSMUSG00000064247	0.0086	0.0643	0.0064	0.0621	group
ENSMUSG00000040540	0.0361	0.0218	0.0345	0.0202	batch
ENSMUSG00000026227	0.5533	0.0084	0.5481	0.0032	batch
ENSMUSG00000029154	0.0133	0.2748	0.0146	0.2760	group
ENSMUSG00000026676	0.0064	0.0523	0.0059	0.0518	group
ENSMUSG00000032265	0.0350	0.1789	0.0278	0.1718	group
ENSMUSG00000006740	0.0823	0.0150	0.0789	0.0116	batch
ENSMUSG00000051262	0.0764	0.0554	0.0738	0.0528	batch
ENSMUSG00000049184	0.3015	0.1108	0.3181	0.1275	batch
ENSMUSG00000015829	0.0821	0.0602	0.0893	0.0675	batch
ENSMUSG00000021767	0.1521	0.0304	0.1595	0.0378	batch
ENSMUSG00000040219	0.0132	0.0800	0.0153	0.0821	group
ENSMUSG00000038811	0.0105	0.0166	0.0113	0.0175	group
ENSMUSG00000085386	0.1444	0.0554	0.1419	0.0529	batch
ENSMUSG00000027365	0.0748	0.0772	0.0830	0.0854	group
ENSMUSG00000030516	0.0342	0.0807	0.0399	0.0865	group
ENSMUSG00000082475	0.5116	0.0642	0.5317	0.0843	batch
ENSMUSG00000050288	0.0164	0.0985	0.0184	0.1005	group
ENSMUSG00000087018	0.0345	0.0053	0.0358	0.0066	batch
ENSMUSG00000025081	0.0305	0.1047	0.0274	0.1017	group
ENSMUSG00000053161	0.0001	0.1513	0.0003	0.1515	group
ENSMUSG00000014852	0.0219	0.0346	0.0235	0.0362	group
ENSMUSG00000042340	0.2002	0.0593	0.2120	0.0711	batch
ENSMUSG00000019820	0.0221	0.0008	0.0226	0.0013	batch
ENSMUSG00000102742	0.0031	0.0054	0.0035	0.0057	group
ENSMUSG00000035606	0.0104	0.0091	0.0108	0.0095	batch
ENSMUSG00000028456	0.1481	0.0890	0.1602	0.1012	batch
ENSMUSG00000049690	0.0354	0.0520	0.0400	0.0567	group
ENSMUSG00000024842	0.0000	0.2113	0.0003	0.2115	group
ENSMUSG00000002668	0.0283	0.0278	0.0290	0.0285	batch
ENSMUSG00000043531	0.1481	0.0120	0.1444	0.0083	batch
ENSMUSG00000030220	0.0811	0.0490	0.0813	0.0492	batch
ENSMUSG00000061207	0.0771	0.0103	0.0776	0.0107	batch
ENSMUSG00000109097	0.0009	0.1333	0.0023	0.1347	group
ENSMUSG00000082045	0.1688	0.0590	0.1746	0.0648	batch
ENSMUSG00000102813	0.0489	0.1114	0.0563	0.1188	group
ENSMUSG00000045205	0.1098	0.0088	0.1088	0.0078	batch
